gene_id,GFP+_ribo_A,GFP+_ribo_B,GFP+_rna_A,GFP-_rna_A,GFP+_rna_B,GFP-_rna_B
ENSG00000000003.14,53.655624786215874,74.23464085280756,19.335427037241605,34.555994957363545,16.569252149161663,95.88961063264777
ENSG00000000419.12,91.02293490518764,98.18768496798013,27.062604930967453,14.978965977436768,27.211292147403704,30.733361916374218
ENSG00000000457.13,17.438078055520158,17.222436677851352,20.139612971882755,14.048069786748608,18.18576455395792,19.322460214750127
ENSG00000000460.16,4.982308015862903,2.3755085072898416,4.82511560784691,5.69821304603056,5.118955948521489,7.6833404790935544
ENSG00000000971.15,6.898580329656326,9.502034029159367,0.03496460585396312,3.159405253244667,0.3367734176658874,9.699266446380477
ENSG00000001036.13,130.68977180071153,162.9202917916283,83.425549567556,57.68735484719057,83.31774353054055,90.56452317188987
ENSG00000001084.10,39.85846412690322,75.22443606417832,90.55832916176448,45.72674924562147,120.2617874484884,101.2527344324111
ENSG00000001167.14,17.6297052868995,15.836723381932279,47.16725329699624,48.74510962148915,43.578480245965835,48.34418687588073
ENSG00000001460.17,4.2157990903455325,3.365303718660609,12.482364289864833,9.703887563537192,15.222158478498113,18.447624417625615
ENSG00000001461.16,7.856716486553038,8.116320733240293,50.80357230580841,35.768980902805694,43.17435214476677,45.871824840528845
ENSG00000001497.16,63.23698635518299,63.544852570003265,27.37728638365312,45.1907787115889,26.26832657793922,29.05976300013602
ENSG00000001561.6,57.10491495104404,50.479555779909134,63.91529950104458,13.314636424388238,60.11405505336091,54.3919647777415
ENSG00000001617.11,3.6409173962075054,5.740812225950451,11.398461508391977,27.27807928471065,11.618682909473117,9.927484480412959
ENSG00000001626.14,338.41369061591865,571.5077550454811,10.41945254448101,489.28467962079236,11.113522782974286,1073.6897774448162
ENSG00000001629.9,18.20458698103753,29.495897298848867,89.64924940956143,56.30511504889603,91.60236960512138,96.04175598866944
ENSG00000001630.15,251.41492756969723,376.12218032089163,137.51579482363695,48.57585576863675,131.10589149733,115.32617986441414
ENSG00000001631.15,18.20458698103753,22.567330819253495,37.8317035339881,18.871804593041805,35.63062758905089,39.139392836570636
ENSG00000002016.17,5.940444172759614,6.532648395047064,15.664143422575478,12.637621012978668,12.191197719505125,14.567917839073424
ENSG00000002330.13,10.539497725863832,9.502034029159367,23.63607355727907,57.348847141485784,30.30960758992987,27.69045479594113
ENSG00000002549.12,95.04710676415382,116.00399877265394,32.93665871443326,70.63527459039862,37.920686829178926,82.08241957368263
ENSG00000002586.18,1010.8336455260312,975.7401193693025,523.0355389694342,518.3963423114039,530.3844554820062,374.2015031352594
ENSG00000002587.9,0.9581361568967119,1.3857132959190743,7.307602623478291,6.459855383866328,7.745788606315411,5.325087460757909
ENSG00000002726.20,65.72814036311445,29.297938256574714,18.461311890892528,92.4126036574065,11.079845441207697,22.17518564015615
ENSG00000002746.14,1.1497633882760545,2.7714265918381487,4.300646520037463,4.6826899289162025,4.849537214388779,3.6134522055142955
ENSG00000002822.15,11.880888345519228,20.983658481060267,15.943860269407182,73.82288881911869,21.18304797118432,20.9199864529775
ENSG00000002834.17,141.80415122071338,155.99172531203294,328.6672950272533,307.22395190256844,394.53005879558714,331.2965127371528
ENSG00000002919.14,6.132071404138957,8.116320733240293,17.37740910941967,18.420460985435422,19.431826199321705,17.04027987442531
ENSG00000002933.7,259.8465257503883,230.02840712256634,166.851099135112,208.57716466509882,119.85765934728934,106.95818528322314
ENSG00000003056.7,140.84601506381665,101.55298868664073,160.24278862871296,86.48871880757275,152.05319807614816,151.1564112075138
ENSG00000003096.14,44.26589044862809,40.38364462392731,20.699046665546167,10.634783754225351,17.579572402159325,16.92617085740907
ENSG00000003137.8,0.3832544627586848,0,0.7342567229332255,10.042395269241977,0.7072241770983636,1.4073445432003047
ENSG00000003147.17,21.845504377245035,34.0489552711544,50.978395335078226,46.93973519106362,65.46875239424851,56.712181457071736
ENSG00000003249.13,3.6409173962075054,3.5632627609347627,39.82468606766399,94.61290374448761,51.59368758641396,49.21902267300525
ENSG00000003393.14,42.15799090345533,56.814245132682046,105.10360519701314,71.39691692823439,94.2628796046819,104.75207762090916
ENSG00000003400.14,7.090207561035669,6.730607437321218,0.8391505404951148,18.364043034484627,0.43780544296565366,22.631621708221115
ENSG00000003402.19,30.2771025579361,30.485692510219636,82.44654060364503,130.3818846472933,61.9326315087567,131.22536956867705
ENSG00000003436.15,47.140298919318234,41.57139887757223,25.66402069680893,15.599563437895542,25.19065164140838,38.56884775148943
ENSG00000003509.15,26.25293069896991,24.546921241995033,26.957711113405566,15.007174952912168,23.60781657837871,23.088057776286078
ENSG00000003756.16,85.46574519518671,63.94077065455157,190.59206650995296,164.51474497252588,146.76585541879373,156.97597107534207
ENSG00000003987.13,60.5542051158722,55.824449921311285,165.83712556534707,50.26839429716068,140.67025655904118,92.46634012216055
ENSG00000003989.17,1208.976202772271,1050.5686373489325,2312.8037834220986,589.6804233377368,1476.2799536801842,1031.6215865048287
ENSG00000004059.10,123.59956423967584,85.122388177886,95.9428784632748,121.35501249516568,123.19171618218162,115.63047057645745
ENSG00000004139.13,14.755296816209365,16.826518593303046,100.83792328282964,108.37888377648223,105.6121437800223,78.50700370717375
ENSG00000004142.11,30.851984252074125,25.140798368817492,73.63545992844632,88.37872016442448,78.03040087318612,75.46409658674065
ENSG00000004399.12,2.874408470690136,3.9591808454830697,23.146569075323583,76.16423378357679,22.866915059513758,20.045150655852986
ENSG00000004455.16,80.48343717932381,50.67751482218329,65.73345900545067,83.47035843170508,65.30036568541557,71.50831733017763
ENSG00000004478.7,138.54648828726457,149.65703595926004,85.31363828367,143.41443131692756,86.4834136565999,86.87499828836475
ENSG00000004487.15,110.37728527450122,127.08970514000653,99.85891431891866,121.55247532349348,113.82941517106995,128.0683534312277
ENSG00000004534.14,50.01470739000837,58.19995842860112,123.00548339424225,113.03336472992304,93.45462340228376,80.63703869147692
ENSG00000004660.14,0.5748816941380273,0.9897952113707674,7.342567229332255,7.6728413293084765,7.274305821583169,4.1839972905955
ENSG00000004700.15,66.49464928863182,66.31627916184142,25.34933924412326,22.31329960104046,28.05322569156842,32.52106984962866
ENSG00000004766.15,76.65089255173696,90.07136423473983,60.488768127356195,34.44315905546195,57.4535450538004,54.3919647777415
ENSG00000004777.18,2.6827812393107937,3.365303718660609,39.4400754032704,36.61525016706766,48.42801746035461,29.402090051184743
ENSG00000004779.9,96.19687015242988,93.43666795340044,38.04149116911187,30.691365317233906,54.725680370706705,46.100042874561325
ENSG00000004799.7,146.01995031105892,170.244776355772,368.59687491247917,104.09111950422161,239.78267337811187,158.53546097456405
ENSG00000004838.13,0.5748816941380273,0.39591808454830696,0.594398299517373,3.55433090990025,1.7848991136292034,2.2441440013194045
ENSG00000004848.7,54.805388174491924,56.22036800585959,186.0117031430838,194.5573038538256,154.20854794920984,95.50924724259364
ENSG00000004864.13,142.18740568347206,148.46928170561512,94.47436501740835,59.238848498337504,86.28134960600036,98.51411802402131
ENSG00000004866.20,13.797160659312652,16.826518593303046,33.46112780224271,19.718073857303768,30.040188855797158,33.70019635879648
ENSG00000004897.11,116.50935667864017,102.1468658134632,90.20868310322484,27.362706211136846,90.25527593445783,82.61492831975842
ENSG00000004961.14,37.17568288759242,36.226504736170085,27.866790865608607,15.543145486944745,27.379678856236648,26.66347364279496
ENSG00000004975.11,11.689261114139887,14.25305104373905,40.73376581986703,56.36153299984682,36.37152910791584,39.90011961667891
ENSG00000005001.9,16.86319636138213,19.993863269689502,13.811019312315432,51.31212638975044,14.380224934333393,23.088057776286078
ENSG00000005007.12,106.16148618415569,125.70399184408745,151.53660177107616,234.21912337223634,174.65069440152922,160.28513256881305
ENSG00000005020.12,22.228758840003717,25.932634537914105,16.678116992340406,8.970454201176821,21.11569328765114,18.71387879066351
ENSG00000005022.5,993.7788219332697,1229.325652522493,439.6099894018783,338.4794967293103,600.5006810400439,523.1137703414538
ENSG00000005059.15,0.7665089255173696,0.5938771268224604,3.041920709294791,2.0028372587533156,2.7952193666268657,1.4834172212111318
ENSG00000005075.15,9.198107106208436,7.126525521869525,14.58024064110262,15.853444217174133,17.343831009793202,16.127407738295382
ENSG00000005100.12,7.473462023794354,9.10611594461106,19.195568613825753,27.05240748090746,20.206405059953244,22.973948759269838
ENSG00000005102.12,1.3413906196553969,0,0.27971684683170495,8.462692642619643,0,1.5975262382273727
ENSG00000005108.15,89.10666259139421,89.08156902336907,168.31961258097846,117.94172646264244,116.32153846179752,80.14256628440653
ENSG00000005156.11,22.037131608624374,24.744880284269186,57.97131650587085,59.80302800784548,57.28515834496745,63.14032274898664
ENSG00000005175.9,52.50586139793982,47.312211103522685,32.272331203207955,17.51777377022266,32.26289341239202,34.3087777828831
ENSG00000005187.11,20.88736822034832,21.57753560788273,13.286550224505985,32.97629233074121,10.271589238809566,57.7391626102179
ENSG00000005189.19,9.006479874829093,13.263255832368284,11.188673873268197,9.365379857832405,15.727318604996944,7.94959485213145
ENSG00000005194.14,70.32719391621866,66.31627916184142,41.50298714865422,62.05974604587738,51.62736492818054,52.147820776422094
ENSG00000005206.16,7.6650892551736955,15.044887212835665,48.2511560784691,116.84157641910187,53.27755467474339,49.52331338504855
ENSG00000005238.19,1.9162723137934239,0.9897952113707674,11.118744661560271,17.09463913809168,12.29222974480489,14.187554449019286
ENSG00000005249.12,2.4911540079314514,7.7204026486919854,5.4195139073642835,5.839257923407554,5.455729366187376,7.6072678010827275
